flareClass,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
N/A,2274.869,34879000000.0,3.354822e+23,49896090000000.0,70.277,7950504000000.0,2.998584e+22,1682.811279,-3439.4,4920.694,4.105,-0.187,24.209
N/A,851.75,21572000000.0,3.448338e+23,18454560000000.0,95.667,535696000000.0,1.357555e+22,586.052673,-1293.8,12277.43,4.116,-0.1138,43.458
M,4982.102,68159000000.0,1.069277e+24,81091790000000.0,720.846,20193690000000.0,5.043424e+22,1866.275269,-6980.4,11530.33,5.125,-0.1943,35.1
N/A,290.903,8192500000.0,1.726956e+22,6873190000000.0,24.082,1033534000000.0,7.789294e+21,117.462173,-2281.4,970.9363,0.0,-0.5282,0.254
N/A,480.184,8480600000.0,1.054192e+23,9680268000000.0,8.624,739318900000.0,6.640822e+21,333.916443,-1001.4,8032.712,3.349,-0.224,35.549
M,1406.093,0.0,7.634315e+23,23267690000000.0,173.854,5442783000000.0,3.166562e+22,898.253601,0.0,12556.06,4.438,0.0,43.628
N/A,147.05,2725400000.0,2.243435e+22,3230167000000.0,18.747,1790360000000.0,2.252098e+21,108.450974,-314.0,4739.835,2.169,-0.2185,22.643
N/A,1729.601,39962000000.0,4.329989e+23,37643940000000.0,237.829,5606751000000.0,2.621459e+22,1128.912598,-1322.1,7698.938,4.132,-0.0628,34.849
N/A,80.886,1585200000.0,4.171092e+21,1636812000000.0,5.874,487342100000.0,9.246805e+20,125.661667,20.087,2207.152,0.0,0.024,5.271
N/A,68.804,1131500000.0,4.435757e+21,1229408000000.0,3.464,219580600000.0,7.390415e+20,29.390076,-116.83,3394.376,0.0,-0.1959,7.622
C,1445.608,26170000000.0,2.070463e+23,24658400000000.0,139.439,4988358000000.0,2.718785e+22,593.625366,-6290.4,4040.095,4.135,-0.4559,14.952
N/A,452.74,0.0,8.899479e+22,7488274000000.0,36.044,4090183000000.0,1.096221e+22,749.462219,0.0,4875.012,4.164,0.0,16.259
M,1367.615,23553000000.0,3.495848e+23,30210030000000.0,46.002,3466191000000.0,1.816021e+22,906.297729,-1927.4,8536.818,3.638,-0.1552,46.512
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
N/A,530.721,9095600000.0,8.588502e+22,11787520000000.0,49.549,4991171000000.0,7.052948e+21,382.964539,-708.07,5332.754,3.368,-0.1477,30.115
M,3452.842,41134000000.0,5.230852e+23,68542370000000.0,933.923,38518060000000.0,2.971127e+22,1757.331177,-1953.6,7606.725,4.819,-0.0901,37.428
M,96.441,0.0,1.492449e+22,1410505000000.0,8.712,420465400000.0,2.159049e+21,28.079641,0.0,3754.741,0.0,0.0,16.672
M,4665.69,65843000000.0,1.15769e+24,85350910000000.0,869.671,38756090000000.0,4.42213e+22,2360.254639,-2919.3,12426.41,4.957,-0.0841,49.974
B,406.408,10296000000.0,1.400097e+23,9010228000000.0,53.162,3723110000000.0,7.105152e+21,232.31694,-929.26,9607.716,3.803,-0.1712,37.228
N/A,286.241,5310600000.0,3.354131e+22,5418128000000.0,3.295,1390510000000.0,3.486928e+21,88.351173,-628.97,5045.181,3.696,-0.2247,18.278
N/A,422.478,20276000000.0,2.081491e+23,8994704000000.0,28.468,1657618000000.0,9.71359e+21,285.78891,-2113.8,11126.9,3.71,-0.1978,34.02
M,2285.67,0.0,3.808579e+23,36777010000000.0,85.388,3961692000000.0,4.897388e+22,2099.73877,0.0,4667.659,4.715,0.0,10.08
N/A,866.143,19650000000.0,1.238109e+23,18940070000000.0,27.33,4304297000000.0,1.197103e+22,992.735718,78.215,4862.716,1.492,0.0076,15.773
M,4894.612,67819000000.0,1.061847e+24,79652020000000.0,722.409,18472140000000.0,5.023449e+22,1867.431274,-6891.6,11507.56,5.123,-0.1928,35.051
N/A,352.977,5455000000.0,2.874969e+22,7762363000000.0,75.507,3271753000000.0,5.193871e+21,272.212097,-679.9,2466.182,3.55,-0.2364,14.183
N/A,311.06,12315000000.0,1.864514e+22,7619575000000.0,50.142,3359819000000.0,7.613006e+21,175.65686,-3080.9,1028.991,0.0,-0.4745,0.667
N/A,241.517,6687900000.0,7.829816e+22,5013212000000.0,57.456,3497534000000.0,4.206047e+21,120.249977,-623.95,9016.282,3.681,-0.177,37.559
N/A,398.885,11057000000.0,2.577496e+22,10278840000000.0,57.611,3114643000000.0,8.424843e+21,239.849823,-2410.1,1285.823,0.0,-0.4134,1.636
C,2326.03,41771000000.0,8.230808e+23,47771990000000.0,137.313,7263916000000.0,2.753459e+22,1212.266602,-1567.1,14626.51,4.515,-0.0712,57.404
M,357.561,0.0,9.753215e+22,5289542000000.0,73.296,2465036000000.0,7.286026e+21,201.031708,0.0,6288.787,4.42,0.0,29.414
N/A,466.0,8452700000.0,8.50285e+22,9611808000000.0,115.937,3584822000000.0,6.00429e+21,503.366364,-615.32,6842.511,2.947,-0.1381,29.454
M,2790.159,55752000000.0,8.018502e+23,48959960000000.0,702.274,31484320000000.0,3.024952e+22,2939.556641,-3572.1,15502.28,4.667,-0.1215,44.036
M,2961.909,51719000000.0,8.494141e+23,58946140000000.0,235.145,6423855000000.0,3.756759e+22,1440.856201,-4243.8,11600.79,4.77,-0.1556,47.829
N/A,65.943,1103500000.0,4.796991e+21,1452016000000.0,2.376,328073900000.0,9.701326e+20,44.084747,-191.32,2261.785,2.534,-0.3289,5.135
X,1590.15,0.0,2.217096e+23,30247370000000.0,412.592,11394120000000.0,2.908158e+22,530.359802,0.0,3659.055,4.088,0.0,12.717
M,3640.868,97014000000.0,1.930611e+24,62471130000000.0,904.998,35626160000000.0,4.88701e+22,1992.349976,-5385.7,22030.13,5.073,-0.1053,46.007
N/A,489.819,11880000000.0,9.504413e+22,8663247000000.0,2.952,495351500000.0,1.155394e+22,233.565186,-2910.1,4537.886,3.306,-0.4647,17.31
M,654.49,0.0,2.037978e+23,10378880000000.0,95.514,2156804000000.0,9.779382e+21,706.446228,0.0,10161.38,4.798,0.0,32.85
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
N/A,511.125,8600900000.0,3.577111e+22,10685640000000.0,27.452,3313960000000.0,9.796317e+21,261.166321,-1985.8,1866.869,3.029,-0.4379,3.154
N/A,100.369,4390500000.0,6.059501e+21,2378682000000.0,1.205,379497300000.0,1.85287e+21,97.865715,-483.4,1441.62,0.0,-0.2088,1.327
N/A,486.589,0.0,3.092765e+22,9884175000000.0,5.964,2283874000000.0,1.366594e+22,202.053879,0.0,1098.444,3.02,0.0,0.387
N/A,723.637,12163000000.0,1.195374e+23,14615490000000.0,182.954,6371413000000.0,9.996359e+21,609.196899,-1529.8,5947.539,2.832,-0.2386,22.948
N/A,145.762,2469600000.0,9.374701e+21,3428301000000.0,20.966,1120105000000.0,2.602977e+21,106.93998,-474.83,1619.414,2.394,-0.3647,4.244
N/A,629.485,0.0,9.595584e+22,12598650000000.0,141.298,4234516000000.0,1.124175e+22,387.558624,0.0,4194.931,3.763,0.0,11.588
X,1590.15,0.0,2.217096e+23,30247370000000.0,412.592,11394120000000.0,2.908158e+22,530.359802,0.0,3659.055,4.088,0.0,12.717
X,272.868,0.0,7.317321e+22,3375330000000.0,50.197,1301410000000.0,5.108516e+21,452.648468,0.0,9810.981,4.862,0.0,33.173
N/A,269.598,3897600000.0,3.69548e+22,5182591000000.0,71.719,2351722000000.0,3.415942e+21,144.664566,-512.43,5397.959,3.283,-0.2494,29.486
C,2959.328,63676000000.0,9.828561e+23,49621110000000.0,390.344,16223740000000.0,4.592959e+22,1503.894775,-6930.7,12233.29,4.549,-0.2065,38.48
N/A,151.924,4032000000.0,1.942013e+22,3240420000000.0,29.421,847330100000.0,2.187475e+21,202.127747,-1.7312,4514.696,0.0,-0.0008,14.387
M,2815.477,55920000000.0,8.104581e+23,49369480000000.0,713.287,29753810000000.0,3.060858e+22,2942.571533,-3648.5,15445.05,4.658,-0.1238,43.379
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
N/A,613.115,10516000000.0,5.636348e+22,12761320000000.0,55.593,3018758000000.0,9.116885e+21,499.4935,-1562.4,3147.506,3.511,-0.2818,8.877
M,2298.853,0.0,3.856904e+23,37837320000000.0,104.14,3605285000000.0,4.908195e+22,2134.610596,0.0,4648.95,4.808,0.0,10.475
N/A,112.388,1351200000.0,8.368386e+21,2443824000000.0,10.987,175536700000.0,1.290323e+21,47.851048,-214.92,2961.131,3.322,-0.3017,22.321
N/A,1595.927,26265000000.0,1.582607e+23,32049040000000.0,120.863,1589565000000.0,2.216018e+22,1252.078003,-2580.7,3640.503,3.463,-0.1864,13.252
N/A,812.855,11848000000.0,7.155336e+22,17097000000000.0,164.824,5025915000000.0,8.81703e+21,754.714539,-775.77,3483.915,3.932,-0.1242,19.851
N/A,104.499,1444700000.0,6.975639e+21,2450516000000.0,8.303,681884100000.0,1.2335e+21,77.967941,-180.97,2340.716,2.838,-0.2376,22.237
N/A,341.968,8687800000.0,1.565085e+22,7398823000000.0,45.283,2597777000000.0,4.14779e+21,845.566345,-299.37,1721.679,0.0,-0.0654,2.907
N/A,64.117,1402900000.0,3.726694e+21,1325077000000.0,4.163,474198300000.0,7.54517e+20,141.857574,-65.926,2298.241,2.923,-0.0891,12.449
N/A,413.505,5583100000.0,3.644868e+22,8589648000000.0,23.565,1152821000000.0,6.155133e+21,288.007812,-1132.7,2882.01,0.0,-0.3848,9.818
N/A,639.072,11376000000.0,1.714066e+23,13546730000000.0,45.985,2129008000000.0,7.277485e+21,672.854492,-640.23,9943.52,3.652,-0.1068,50.639
M,58.397,4899700000.0,3.142295e+21,1244818000000.0,0.16,141848400000.0,2.016044e+21,24.390177,-1001.0,737.7947,0.0,-0.3875,0.0
M,3003.432,51914000000.0,8.574262e+23,59030480000000.0,226.574,5494745000000.0,3.766773e+22,1439.280151,-4230.1,11740.24,4.812,-0.1546,47.712
N/A,282.741,3852700000.0,2.01274e+22,5967255000000.0,11.798,1185841000000.0,3.445503e+21,106.338943,-613.71,2769.17,2.944,-0.3022,13.174
X,1582.904,0.0,2.207874e+23,29918580000000.0,400.255,11038590000000.0,2.891762e+22,536.031738,0.0,3678.179,4.115,0.0,12.436
M,155.753,12355000000.0,1.476325e+22,2931342000000.0,19.402,1090584000000.0,3.488537e+21,48.267838,-2171.2,2178.004,2.76,-0.3333,5.408
N/A,252.285,6064000000.0,2.308362e+22,5523576000000.0,28.054,1507774000000.0,5.46414e+21,154.606079,-1420.4,2034.847,2.933,-0.4443,2.892
N/A,718.644,0.0,1.461905e+23,12427130000000.0,86.071,5066227000000.0,1.413912e+22,365.98468,0.0,5489.976,3.74,0.0,19.919
N/A,92.18,9583800000.0,5.261295e+21,2254029000000.0,2.575,602031300000.0,2.738608e+21,38.971832,-2150.9,838.6298,0.0,-0.4257,0.148
N/A,2601.218,39727000000.0,2.044159e+23,52384490000000.0,25.335,7431522000000.0,3.497058e+22,2524.378662,-6461.0,2884.064,4.008,-0.3085,9.232
N/A,1298.173,27348000000.0,2.573431e+23,27197810000000.0,322.504,10898420000000.0,1.906007e+22,998.001465,-3023.2,6766.396,3.366,-0.2097,24.649
N/A,83.43,6509500000.0,1.417493e+22,1317964000000.0,40.464,817313000000.0,1.589982e+21,33.665936,-1458.6,4856.022,3.1,-0.425,15.969
N/A,90.927,7440500000.0,4.496271e+21,2048117000000.0,22.868,1459620000000.0,2.42589e+21,40.083385,-668.07,867.8881,0.0,-0.1703,0.077
N/A,172.685,3466800000.0,1.198063e+22,3905953000000.0,0.392,1154775000000.0,3.210175e+21,87.801071,-750.59,1697.002,0.0,-0.4107,3.631
M,3477.083,41345000000.0,5.260814e+23,68093780000000.0,931.931,41998300000000.0,3.052626e+22,1775.775391,-2310.0,7618.516,4.771,-0.106,36.38
N/A,1142.312,17580000000.0,2.718787e+23,24064890000000.0,78.348,2909467000000.0,1.369924e+22,707.223755,-1347.0,9088.214,4.219,-0.1453,43.772
N/A,2176.889,51476000000.0,7.128362e+23,42722870000000.0,207.624,7852956000000.0,4.069037e+22,1287.624268,-7492.6,9609.47,4.492,-0.2761,32.078
M,1418.428,0.0,7.835505e+23,24416540000000.0,166.665,3539974000000.0,3.113605e+22,908.549316,0.0,12786.41,4.536,0.0,46.219
M,487.267,5076500000.0,5.048245e+22,8882971000000.0,200.191,7097849000000.0,4.163704e+21,215.597855,-410.47,5429.6,3.752,-0.1534,26.753
N/A,109.233,1553300000.0,7.001777e+21,2262596000000.0,0.201,252196800000.0,1.366889e+21,91.783623,-194.02,2408.519,0.0,-0.2369,9.411
N/A,330.012,13860000000.0,8.80157e+22,7440990000000.0,34.768,1578772000000.0,6.610813e+21,208.585541,-1628.6,6183.493,3.403,-0.2229,27.701
M,2290.098,0.0,3.897601e+23,37259960000000.0,96.995,4234030000000.0,4.931741e+22,2126.645264,0.0,4703.425,4.644,0.0,10.515
N/A,410.809,7664700000.0,6.621491e+22,9085387000000.0,21.177,1253166000000.0,5.417457e+21,259.344574,-620.24,5507.45,2.758,-0.1535,31.039
N/A,19.966,832270000.0,9.406612e+20,447862200000.0,0.199,51831010000.0,2.522806e+20,39.405888,21.299,1719.188,0.0,0.0485,3.641
M,4839.818,67260000000.0,1.061346e+24,79075270000000.0,763.688,22007880000000.0,4.996365e+22,1865.428833,-6689.6,11453.83,5.121,-0.1887,35.552
N/A,124.198,3159800000.0,6.143812e+21,2831549000000.0,14.607,738653900000.0,3.624815e+21,43.845867,-1054.3,772.9672,0.0,-0.6329,0.084
M,3137.349,34162000000.0,5.692116e+23,58465070000000.0,70.827,5220173000000.0,2.346991e+22,1601.659058,-646.49,9975.538,4.901,-0.0359,48.296
N/A,430.399,0.0,5.066042e+22,7691683000000.0,56.289,3813240000000.0,9.193336e+21,160.01297,0.0,2976.718,3.1,0.0,11.018
M,3452.842,41134000000.0,5.230852e+23,68542370000000.0,933.923,38518060000000.0,2.971127e+22,1757.331177,-1953.6,7606.725,4.819,-0.0901,37.428
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
M,4683.448,66098000000.0,1.157259e+24,86086040000000.0,901.815,41663590000000.0,4.438924e+22,2350.470703,-3219.2,12486.75,4.945,-0.0924,50.156
M,2289.99,28306000000.0,4.431078e+23,37530290000000.0,1412.13,66435210000000.0,2.064836e+22,766.094177,-2495.8,11501.35,4.825,-0.1673,38.025
N/A,180.61,5200100000.0,8.639732e+22,3544497000000.0,18.628,718488100000.0,2.923605e+21,104.653488,-150.3,13756.83,3.284,-0.0548,60.732
N/A,538.636,9087000000.0,8.390412e+22,11775750000000.0,51.269,5688687000000.0,6.67222e+21,371.032654,-702.97,5677.966,3.407,-0.1467,31.051
M,1945.227,37650000000.0,3.051557e+23,38092900000000.0,130.994,10866140000000.0,3.827206e+22,888.930847,-9407.6,4024.56,4.307,-0.474,14.632
N/A,57.263,1222600000.0,3.012358e+21,1220827000000.0,10.803,521233000000.0,7.141224e+20,76.28894,-20.357,1987.963,0.0,-0.0316,2.629
N/A,693.437,18633000000.0,1.369805e+23,14610270000000.0,16.993,1772484000000.0,1.275618e+22,311.739716,-2945.7,5492.838,3.528,-0.2999,20.444
N/A,645.774,14172000000.0,1.232127e+23,13219630000000.0,23.212,779277700000.0,1.112043e+22,408.059967,-1781.9,5509.355,3.301,-0.2385,18.99
N/A,2189.242,0.0,3.911674e+23,41211790000000.0,186.223,5162057000000.0,4.587195e+22,1036.34314,0.0,4482.619,4.19,0.0,15.108
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,2002.373,39358000000.0,3.604918e+23,42348350000000.0,143.906,4973351000000.0,3.304338e+22,1255.217163,-5982.6,5435.545,3.911,-0.2883,20.633
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
N/A,732.28,8704200000.0,8.75156e+22,14304600000000.0,42.543,1550414000000.0,6.246696e+21,310.658051,-563.78,5894.813,3.582,-0.1229,37.49
N/A,343.544,7480800000.0,3.985983e+22,6684382000000.0,27.269,178542900000.0,7.667677e+21,144.450272,-1927.0,2519.216,3.432,-0.4886,7.252
N/A,256.947,0.0,7.824435e+22,2885971000000.0,60.055,3149502000000.0,3.906454e+21,305.581329,0.0,12198.13,3.595,0.0,48.116
M,4982.102,68159000000.0,1.069277e+24,81091790000000.0,720.846,20193690000000.0,5.043424e+22,1866.275269,-6980.4,11530.33,5.125,-0.1943,35.1
M,156.63,12202000000.0,1.531797e+22,2969782000000.0,18.949,938442200000.0,3.504614e+21,49.583942,-2104.5,2188.658,3.009,-0.3271,6.072
N/A,11.47,644050000.0,3.047326e+20,222085400000.0,4.018,240869600000.0,1.162385e+20,19.145283,148.06,1326.356,2.19,0.4361,0.0
N/A,3989.381,98908000000.0,6.663084e+23,82352470000000.0,40.914,11886680000000.0,5.239317e+22,4243.230957,-11073.0,6061.12,3.945,-0.2124,24.496
N/A,1023.197,22755000000.0,3.735598e+23,21785200000000.0,159.372,5449046000000.0,1.706513e+22,621.666382,-2297.1,11043.37,4.232,-0.1915,47.85
M,565.071,0.0,1.683867e+23,9482141000000.0,155.783,4834957000000.0,8.509057e+21,697.012146,0.0,9140.871,4.601,0.0,30.639
M,160.412,0.0,1.80914e+22,3705173000000.0,16.467,574433200000.0,5.738434e+21,142.342697,0.0,1396.759,4.119,0.0,7.064
N/A,119.918,9725100000.0,3.466492e+22,1939660000000.0,2.31,82137830000.0,2.90912e+21,77.464622,-2118.1,6441.813,3.406,-0.4131,25.987
N/A,347.243,17037000000.0,1.246034e+23,5591999000000.0,53.946,1783314000000.0,6.861326e+21,213.634171,-2241.7,9598.441,3.815,-0.2496,35.928
X,345.792,0.0,1.000265e+23,4527071000000.0,6.795,1778686000000.0,5.611948e+21,460.412598,0.0,11853.74,4.989,0.0,37.504
M,154.532,12477000000.0,1.482193e+22,2873908000000.0,15.356,671226200000.0,3.507133e+21,49.3713,-2188.8,2197.424,2.756,-0.3328,4.666
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
N/A,619.309,11851000000.0,8.986517e+22,14066380000000.0,31.527,4260249000000.0,9.482806e+21,703.199585,-691.28,4215.768,2.184,-0.1106,19.014
N/A,159.471,5859500000.0,2.951504e+22,3093530000000.0,6.443,818800100000.0,4.005763e+21,70.404137,-1418.4,3478.003,3.419,-0.4592,13.818
M,5535.899,62874000000.0,8.678037e+23,103579300000000.0,409.307,7756710000000.0,5.331894e+22,3912.264893,-5405.5,7312.168,5.013,-0.1631,29.231
N/A,488.973,15323000000.0,7.334121e+22,8692632000000.0,12.765,1918152000000.0,1.329141e+22,246.036911,-4077.5,2999.726,3.036,-0.5047,6.784
M,4610.35,65834000000.0,1.153973e+24,85225020000000.0,840.268,33783060000000.0,4.417299e+22,2347.197998,-3059.0,12408.1,4.914,-0.0881,49.984
N/A,363.063,6798800000.0,1.975191e+22,7973387000000.0,5.372,662480100000.0,4.494212e+21,372.642426,-703.36,2022.428,1.847,-0.1962,7.629
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
C,2933.893,64106000000.0,9.935119e+23,48699980000000.0,361.949,17999320000000.0,4.629078e+22,1505.565796,-6981.8,12358.57,4.545,-0.2066,38.211
N/A,1120.984,30213000000.0,3.547888e+23,22660530000000.0,100.188,2980366000000.0,2.445503e+22,592.114197,-3799.4,7041.046,3.937,-0.2385,24.688
N/A,69.436,1687400000.0,3.787447e+21,1387937000000.0,1.5,772061900000.0,8.160228e+20,155.926987,-222.64,2454.302,0.0,-0.2503,1.205
N/A,247.606,5513900000.0,7.09779e+22,5152797000000.0,70.27,1714505000000.0,4.043856e+21,203.966263,-404.28,7857.313,2.861,-0.1391,35.681
X,1589.326,0.0,2.196074e+23,30284150000000.0,378.065,9130404000000.0,2.894466e+22,534.301331,0.0,3629.849,4.146,0.0,12.268
N/A,920.596,18949000000.0,1.250276e+23,20531050000000.0,36.758,4069441000000.0,1.215436e+22,1010.572083,-57.865,4735.622,0.0,-0.0058,16.092
M,2882.82,40948000000.0,5.796582e+23,50895070000000.0,350.663,12081330000000.0,3.514265e+22,1183.720215,-6065.0,8649.922,4.813,-0.2809,34.661
M,1977.788,40611000000.0,3.335156e+23,42409660000000.0,327.783,18105730000000.0,3.083261e+22,1161.888184,-6253.7,5151.443,4.294,-0.2921,22.431
N/A,282.542,6121000000.0,4.016869e+22,6312893000000.0,4.665,814525200000.0,4.251526e+21,405.458527,-525.95,4561.378,0.0,-0.163,17.856
N/A,72.162,948560000.0,3.728233e+21,1298308000000.0,1.348,233992300000.0,6.06408e+20,30.331446,-49.451,3126.182,0.0,-0.0989,11.024
M,4752.284,88407000000.0,9.951157e+23,103973100000000.0,862.312,20358420000000.0,6.507691e+22,3925.005615,-9449.0,7123.796,4.463,-0.2027,28.21
N/A,672.852,12416000000.0,9.580915e+22,14554440000000.0,16.598,1072536000000.0,1.350731e+22,502.068146,-2278.9,3443.745,3.67,-0.3482,10.736
M,2028.047,36050000000.0,3.582601e+23,40591570000000.0,141.958,4713997000000.0,3.459072e+22,880.468994,-7836.8,4955.549,4.317,-0.4124,20.078
M,1098.95,20043000000.0,1.434523e+23,21848530000000.0,10.548,1529379000000.0,1.329304e+22,458.116302,-3000.3,5107.219,4.25,-0.2839,26.147
M,155.038,12051000000.0,1.522853e+22,2888797000000.0,19.266,955994000000.0,3.436405e+21,50.111408,-2052.0,2251.056,3.023,-0.323,5.85
N/A,358.988,6391700000.0,2.649563e+22,8562924000000.0,29.874,2462926000000.0,5.810594e+21,310.584869,-614.63,1971.429,2.645,-0.1824,8.785
N/A,190.611,6420400000.0,2.195265e+22,3915437000000.0,37.371,2130585000000.0,3.575539e+21,112.659767,-798.41,3019.188,2.132,-0.2359,10.393
X,1627.122,0.0,2.165044e+23,29919480000000.0,403.0,10781220000000.0,2.861011e+22,535.171204,0.0,3766.838,4.197,0.0,12.667
M,2307.176,33317000000.0,3.901972e+23,40841570000000.0,303.452,12026930000000.0,3.3131e+22,954.384521,-6274.2,6299.602,4.414,-0.3572,18.649
X,1589.326,0.0,2.196074e+23,30284150000000.0,378.065,9130404000000.0,2.894466e+22,534.301331,0.0,3629.849,4.146,0.0,12.268
N/A,750.024,14948000000.0,5.086443e+22,17809000000000.0,21.252,5628849000000.0,1.225704e+22,623.951965,-1254.2,1811.915,2.476,-0.1592,4.329
M,2298.752,0.0,3.823321e+23,37609410000000.0,85.324,2981399000000.0,4.919749e+22,2123.40625,0.0,4602.943,4.681,0.0,10.287
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
M,3452.842,41134000000.0,5.230852e+23,68542370000000.0,933.923,38518060000000.0,2.971127e+22,1757.331177,-1953.6,7606.725,4.819,-0.0901,37.428
N/A,654.359,12161000000.0,7.256048e+22,12961460000000.0,108.848,3478182000000.0,1.237081e+22,265.000427,-2862.9,2963.287,3.441,-0.4466,9.513
M,4839.818,67260000000.0,1.061346e+24,79075270000000.0,763.688,22007880000000.0,4.996365e+22,1865.428833,-6689.6,11453.83,5.121,-0.1887,35.552
M,4665.69,65843000000.0,1.15769e+24,85350910000000.0,869.671,38756090000000.0,4.42213e+22,2360.254639,-2919.3,12426.41,4.957,-0.0841,49.974
M,6538.583,107210000000.0,1.29916e+24,119155300000000.0,1501.822,55067660000000.0,9.613706e+22,3150.780029,-17791.0,6843.305,4.956,-0.3148,17.661
N/A,557.003,11529000000.0,1.001268e+23,10348500000000.0,104.659,6854618000000.0,9.461334e+21,264.284088,-2263.6,5549.809,3.897,-0.3724,20.118
M,6547.54,107230000000.0,1.313586e+24,119292800000000.0,1458.775,53555220000000.0,9.626389e+22,3162.236572,-17662.0,6895.131,4.944,-0.3124,17.895
N/A,152.787,3565400000.0,9.053353e+21,3563863000000.0,6.667,472292300000.0,2.192705e+21,183.563232,-410.99,1866.153,0.0,-0.2187,3.531
N/A,366.436,5016900000.0,4.651904e+22,6508875000000.0,102.603,3164939000000.0,3.671017e+21,196.079071,-612.91,6728.433,3.006,-0.2317,30.964
